도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
생각놀이터작은도서관,광주광역시,북구,작은도서관,토+일,09:00,18:00,00:00,00:00,00:00,00:00,8,2001,0,0,3,7,광주광역시 북구 양일로 76-1(양산동),,062-571-4100,,33.91,,35.19740459,126.8730537,2023-01-02,3620000,광주광역시 북구
생각이크는도서관,광주광역시,북구,작은도서관,토+일,10:00,17:00,00:00,00:00,00:00,00:00,20,12100,0,0,3,7,"광주광역시 북구 유림로 175,2층(동림동, 삼익아파트관리사무소)",,062-512-1299,,106.0,,35.17739415,126.8628006,2023-01-02,3620000,광주광역시 북구
성산작은도서관,광주광역시,북구,작은도서관,월+국가지정공휴일,10:00,17:00,09:00,13:00,00:00,00:00,20,1200,0,0,3,7,"광주광역시 북구 대자로 48-16, 1층(운암동)",,062-523-8291,,37.44,,35.172679,126.8774172,2023-01-02,3620000,광주광역시 북구
세계로문고,광주광역시,북구,작은도서관,일,09:00,18:00,09:00,13:00,00:00,00:00,50,8000,0,0,3,7,광주광역시 북구 하남대로 681-8(동림동),,062-522-1673,,69.3,,35.17262266,126.8679284,2023-01-02,3620000,광주광역시 북구
방산면 작은도서관,강원도,양구군,작은도서관,월+일+법정공휴일,01:00,01:00,01:00,01:00,01:00,01:00,8,1973,0,0,5,14,강원도 양구군 방산면 장거리길 35-10,강원도 양구군청,033-481-8486,551.0,40.5,https://www.yanggu.go.kr/lll/yglll/pageview.do?url=sub06a&keyvalue=sub06Book1,38.209068,127.949493,2022-10-07,4321000,강원특별자치도 양구군
해안면 작은도서관,강원도,양구군,작은도서관,일+법정공휴일,01:00,01:00,01:00,01:00,01:00,01:00,6,2083,0,0,5,14,강원도 양구군 해안면 펀치볼로 1307,강원도 양구군청,033-481-7862,2049.0,36.0,https://www.yanggu.go.kr/lll/yglll/pageview.do?url=sub06a&keyvalue=sub06Book1,38.28475841,128.1369584,2022-10-07,4321000,강원특별자치도 양구군
다독다독 작은도서관,강원도,양구군,작은도서관,월+일+법정공휴일,01:00,01:00,01:00,01:00,01:00,01:00,30,4093,0,0,3,15,강원도 양구군 양구읍 박수근로 285번길 49,21사단,070-7363-7162,6707.35,127.0,https://www.yanggu.go.kr/lll/yglll/pageview.do?url=sub06a&keyvalue=sub06Book1,38.09662142,127.9774547,2022-10-07,4321000,강원특별자치도 양구군
춘천시립도서관,강원도,춘천시,공공도서관,금+국가지정공휴일+대청소일(12.30.~12.31.),09:00,22:00,09:00,22:00,00:00,00:00,690,242556,60,33926,6,14,강원도 춘천시 우석로 100,강원도 춘천시청,033-245-5102,19040.0,7700.0,https://library.chuncheon.go.kr,37.861991,127.755017,2022-08-17,4181000,강원특별자치도 춘천시
담작은도서관,강원도,춘천시,공공도서관,월+국가지정공휴일+대청소일(12.30.~12.31.),09:00,18:00,09:00,18:00,00:00,00:00,70,23485,26,713,6,14,강원도 춘천시 효자문길7번길 10,강원도 춘천시청,033-256-6363,459.0,501.61,https://library.chuncheon.go.kr,37.871887,127.731629,2022-08-17,4181000,강원특별자치도 춘천시
춘천시립청소년도서관,강원도,춘천시,공공도서관,월+국가지정공휴일+대청소일(12.30.~12.31.),09:00,22:00,09:00,22:00,00:00,00:00,349,55920,31,0,6,14,강원도 춘천시 옛경춘로 830-24(삼천동),강원도 춘천시청,033-245-5792,12662.0,4676.0,https://library.chuncheon.go.kr,37.870135,127.711157,2022-08-17,4181000,강원특별자치도 춘천시
동내도서관,강원도,춘천시,공공도서관,월+국가지정공휴일+대청소일(12.30.~12.31.),09:00,22:00,09:00,22:00,00:00,00:00,36,68262,22,0,6,14,강원도 춘천시 동내면 학곡동1길 17-4(동내면 학곡리),강원도 춘천시청,033-245-5130,2572.0,1097.0,https://library.chuncheon.go.kr,37.836105,127.762919,2022-08-17,4181000,강원특별자치도 춘천시
신사우도서관,강원도,춘천시,공공도서관,월+국가지정공휴일+대청소일(12.30.~12.31.),09:00,22:00,09:00,22:00,00:00,00:00,93,76932,33,0,6,14,강원도 춘천시 사우4길 26(사농동),강원도 춘천시청,033-245-5135,5134.0,1570.0,https://library.chuncheon.go.kr,37.905546,127.728202,2022-08-17,4181000,강원특별자치도 춘천시
소양도서관,강원도,춘천시,공공도서관,월+국가지정공휴일+대청소일(12.30.~12.31.),09:00,18:00,09:00,18:00,00:00,00:00,20,42228,21,12359,6,14,강원도 춘천시 삭주로145번길 69-8(후평동),강원도 춘천시청,033-245-5142,2401.0,968.0,https://library.chuncheon.go.kr,37.892736,127.745281,2022-08-17,4181000,강원특별자치도 춘천시
남산도서관,강원도,춘천시,공공도서관,월+국가지정공휴일+대청소일(12.30.~12.31.),09:00,22:00,09:00,22:00,00:00,00:00,38,38265,26,0,6,14,강원도 춘천시 남산면 강촌로 311(남산면 방곡리),강원도 춘천시청,033-245-5560,2809.0,1041.0,https://library.chuncheon.go.kr,37.793196,127.643317,2022-08-17,4181000,강원특별자치도 춘천시
서면도서관,강원도,춘천시,공공도서관,월+국가지정공휴일+대청소일(12.30.~12.31.),09:00,22:00,09:00,22:00,00:00,00:00,43,28220,24,0,6,14,강원도 춘천시 서면 박사로 948(서면 금산리),강원도 춘천시청,033-245-5173,2700.0,973.0,https://library.chuncheon.go.kr,37.899612,127.695771,2022-08-17,4181000,강원특별자치도 춘천시
월담작은도서관,강원도,영월군,공공도서관,월+공휴일,09:00,19:00,09:00,18:00,09:00,09:00,134,36281,14,353,5,14,강원도 영월군 영월읍 중리1길 10,강원도 영월군청,033-372-9123,1235.0,325.0,,37.178886,128.478129,2022-06-15,4271000,강원특별자치도 영월군
주천도서관,강원도,영월군,공공도서관,월+공휴일,09:00,20:00,09:00,18:00,09:00,09:00,33,27069,0,0,3,14,강원도 영월군 주천면 주천로103,강원도 영월군청,033-374-7766,2049.0,694.8,,37.27223137,128.2695263,2022-06-15,4271000,강원특별자치도 영월군
영월교육도서관,강원도,영월군,공공도서관,월+공휴일,08:00,23:00,09:00,18:00,09:00,09:00,188,92262,32,3767,5,14,강원도 영월군 영월읍 영월로 1914-7,강원도 영월교육지원청,033-373-9314,1600.0,1454.0,http://lib.gwe.go.kr/ywlib,37.18060639,128.4597328,2022-06-15,4271000,강원특별자치도 영월군
5단지솔빛작은도서관,광주광역시,남구,작은도서관,공휴일,10:00,18:00,10:00,17:00,00:00,00:00,14,3200,0,0,0,0,광주광역시 남구 노대실로 33,송화마을5단지,,,57.0,,35.10619942,126.9079239,2022-05-13,3610000,광주광역시 남구
가산작은도서관,광주광역시,남구,작은도서관,토+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,1000,0,0,0,0,광주광역시 남구 효천로 176,효천1지구LH1단지,062-674-1676,,73.09,,35.105305,126.864938,2022-05-13,3610000,광주광역시 남구
금당작은도서관,광주광역시,남구,작은도서관,연중무휴,10:00,19:00,10:00,15:00,10:00,15:00,14,3941,0,0,0,0,광주광역시 남구 회서로22번나길 13,호산나교회,062-653-7112,,33.75,,35.13035707,126.8919511,2022-05-13,3610000,광주광역시 남구
꿈꾸는작은도서관,광주광역시,남구,작은도서관,연중무휴,10:00,16:00,13:00,16:00,13:00,16:00,12,3315,0,0,0,0,광주광역시 남구 중앙로 122-1,개인,,,90.19,,35.14576621,126.910521,2022-05-13,3610000,광주광역시 남구
꿈나래작은도서관,광주광역시,남구,작은도서관,공휴일,10:00,20:00,10:00,17:00,00:00,00:00,36,1800,0,0,0,0,광주광역시 남구 서문대로 780,호반힐하임아파트,062-651-8383,,85.0,,35.127947395,126.899095799,2022-05-13,3610000,광주광역시 남구
꿈사랑작은도서관,광주광역시,남구,작은도서관,연중무휴,09:00,18:00,09:00,17:00,09:00,17:00,16,4100,0,0,3,7,광주광역시 남구 대남대로 63,개인,062-412-9142,,83.0,,35.13528092,126.9178827,2022-05-13,3610000,광주광역시 남구
꿈쟁이작은도서관,광주광역시,남구,작은도서관,공휴일,09:30,18:00,09:30,13:00,00:00,00:00,20,2500,0,0,0,0,광주광역시 남구 오방로 33-9,주향교회,062-676-1091,,36.0,,35.12809186,126.9189986,2022-05-13,3610000,광주광역시 남구
낮은울타리작은도서관,광주광역시,남구,작은도서관,공휴일,10:00,17:00,10:00,17:00,00:00,00:00,19,1000,0,0,0,0,광주광역시 남구 회재로1186번길 45,광주도성교회,062-682-1001,,44.46,,35.12794443,126.8928044,2022-05-13,3610000,광주광역시 남구
늘푸른작은도서관,광주광역시,남구,작은도서관,토+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,30,1573,0,0,0,0,광주광역시 남구 효우2로 90,효천LH천년나무6단지,062-655-1804,,91.64,,35.09838886,126.8830014,2022-05-13,3610000,광주광역시 남구
로뎀작은도서관,광주광역시,남구,작은도서관,연중무휴,09:30,17:30,09:30,13:00,10:00,13:00,12,6000,2,0,3,14,광주광역시 남구 봉선중앙로131번길 10,임마누엘교회,062-673-4003,,33.0,,35.13319807,126.9093036,2022-05-13,3610000,광주광역시 남구
리얼레스트작은도서관,광주광역시,남구,작은도서관,월,10:00,17:00,10:00,17:00,10:00,17:00,20,2075,0,0,0,0,광주광역시 남구 효천중앙로 52,회복하는교회,0507-1433-198,,43.21,,35.1023528,126.8745874,2022-05-13,3610000,광주광역시 남구
무등지역아동센터작은도서관,광주광역시,남구,작은도서관,공휴일,11:00,20:00,13:00,18:00,00:00,00:00,15,2500,10,0,3,7,광주광역시 남구 군분로 32,무등지역아동센터,062-365-7156,,39.7,,35.13664058,126.8946351,2022-05-13,3610000,광주광역시 남구
무지개작은도서관,광주광역시,남구,작은도서관,공휴일,09:00,18:00,09:00,17:00,00:00,00:00,50,5000,0,0,0,0,광주광역시 남구 회서로52번길 19,무지개지역아동센터,062-682-0191,,158.0,,35.12767693,126.8967859,2022-05-13,3610000,광주광역시 남구
민들레작은도서관,광주광역시,남구,작은도서관,토+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,9,11030,4,0,3,14,광주광역시 남구 회재로1186번길 5,(사)실로암사람들,062-672-7784,,35.26,,35.101940936,126.899336247,2022-05-13,3610000,광주광역시 남구
내손도서관,경기도,의왕시,공공도서관,"매주  금요일, 법정 공휴일",07:00,23:00,07:00,23:00,00:00,00:00,502,210188,167,14212,10,14,경기도 의왕시 복지로 109,내손도서관,031-345-2651,676190.0,379100.0,http://www.uwlib.or.kr/naeson,37.3875292,126.981612,2023-03-08,4030000,경기도 의왕시
포일어울림도서관,경기도,의왕시,공공도서관,"매주  월요일, 법정 공휴일",09:00,22:00,09:00,18:00,00:00,00:00,70,18630,16,342,10,14,경기도 의왕시 안양판교로 82,포일어울림도서관,031-345-3994,808600.0,818.0,https://uwlib.or.kr/poil,37.396255,126.9826325192,2023-03-08,4030000,경기도 의왕시
백운호수도서관,경기도,의왕시,공공도서관,"매주  월요일, 법정 공휴일",09:00,22:00,09:00,18:00,00:00,00:00,104,12338,38,0,10,14,경기도 의왕시 백운중앙로 74,도서관운영과 포일백운도서관팀,031-345-3436,220400.0,602.0,https://uwlib.or.kr/baeagun,37.3701712,126.007679,2023-03-08,4030000,경기도 의왕시
부곡글고운도서관,경기도,의왕시,작은도서관,"매주 일,월 및 법정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,67,30316,8,855,10,14,"경기도 의왕시 부곡시장길 75, 4층",의왕시청 도서관정책과,031-345-3155,,258.0,http://www.uwlib.or.kr/small,37.3187392879,126.9567649585,2023-03-08,4030000,경기도 의왕시
오전빛고운도서관,경기도,의왕시,작은도서관,"매주 토,일 및 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,30,30529,8,646,10,14,"경기도 의왕시 찬우물길 11, 3층",의왕시청 도서관정책과,031-345-3195,,160.0,http://www.uwlib.or.kr/small,37.3536274,126.971556,2023-03-08,4030000,경기도 의왕시
내손책고운도서관,경기도,의왕시,작은도서관,"매주 일,월 및 법정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,118,24239,8,766,10,14,"경기도 의왕시 갈미2로 4, 4층",의왕시청 도서관정책과,031-345-3225,,250.0,http://www.uwlib.or.kr/small,37.3787334,126.975456,2023-03-08,4030000,경기도 의왕시
청계참고운도서관,경기도,의왕시,작은도서관,"매주 금,토 및 법정공휴일",09:00,18:00,00:00,00:00,09:00,18:00,50,21966,8,948,10,14,"경기도 의왕시 안양판교로 232, 4층",의왕시청 도서관정책과,031-345-3285,,245.0,http://www.uwlib.or.kr/small,37.3887312735,126.9963687584,2023-03-08,4030000,경기도 의왕시
청계숲고운도서관,경기도,의왕시,작은도서관,"매주 일,월 및 법정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,42,2706,8,0,10,14,"경기도 의왕시 덕장로 19, 3층",의왕시청 도서관정책과,031-345-2637,,105.0,http://www.uwlib.or.kr/small,37.3913471667,126.9950773211,2023-03-08,4030000,경기도 의왕시
왕송호수작은도서관,경기도,의왕시,작은도서관,"매주 일,월 및 법정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,50,1610,8,0,10,14,"경기도 의왕시 왕송못동로 307, 1층",의왕시청 도서관정책과,031-345-3650,,168.0,http://www.uwlib.or.kr/small,37.3071076256,126.9531457731,2023-03-08,4030000,경기도 의왕시
송림도서관,인천광역시,동구,공공도서관,월,06:00,22:00,06:00,22:00,06:00,22:00,465,85997,77,5263,5,14,인천광역시 동구 송림동 새천년로 72,송림도서관,032-770-6776,1200.0,1982.0,http://songlimlib.icdonggu.go.kr/,37.47471718,126.6487721,2023-03-08,3500000,인천광역시 동구
목포어울림도서관,전라남도,목포시,공공도서관,"매월 둘째,넷째주 월요일/ 국경일 / 공휴일 / 매분기마지막일",09:00,22:00,09:00,22:00,00:00,00:00,170,23938,132,877,5,14,전라남도 목포시 용해지구로 31,목포시,061-270-1250,2000.0,4424.0,http://www.mokpolib.or.kr,,,2022-11-30,4800000,전라남도 목포시
목포시립도서관,전라남도,목포시,공공도서관,"매월 둘째,넷째주 월요일/ 국경일 / 공휴일 / 매분기마지막일",09:00,22:00,09:00,22:00,00:00,00:00,687,299227,45,9371,5,14,전라남도 목포시 용당로160번길 32,(재)목포문화재단,061-278-3320,9814.0,5774.0,http://www.mokpolib.or.kr,34.80347274,126.4030674,2022-11-30,4800000,전라남도 목포시
목포어린이도서관,전라남도,목포시,어린이도서관,"매월 첫째주, 셋째주 월요일/ 국경일/ 공휴일//매분기마지막일",09:00,18:00,09:00,18:00,00:00,00:00,216,66059,18,1330,5,14,전라남도 목포시 옥암로186번길 30-7(석현동),(재)목포문화재단,061-287-1922,3721.0,2177.0,http://www.mokpolib.or.kr,34.81483061,126.4256009,2022-11-30,4800000,전라남도 목포시
목포영어도서관,전라남도,목포시,공공도서관,"매월 첫째주, 셋째주 월요일/ 국경일/ 공휴일//매분기마지막일",09:00,18:00,09:00,18:00,00:00,00:00,70,23172,0,965,5,14,전라남도 목포시 옥암로186번길 30-7(석현동),목포시,061-270-3322,2476.0,935.03,http://www.mokpolib.or.kr,34.81483088,126.4256025,2022-11-30,4800000,전라남도 목포시
노을도서관,전라남도,목포시,작은도서관,"매주월요일, 관공서의 공휴일에 관한 규정에 따른 공휴일",09:00,18:00,09:00,18:00,00:00,00:00,20,3137,0,0,3,14,전라남도 목포시 고하대로 641-10,노을작은도서관운영위원회,061-272-9872,,72.0,http://www.mokpolib.or.kr,34.80747909,126.3688758,2022-11-30,4800000,전라남도 목포시
행복마을도서관,전라남도,목포시,작은도서관,"매주월요일, 관공서의 공휴일에 관한 규정에 따른 공휴일",09:00,18:00,09:00,18:00,00:00,00:00,16,4380,0,0,3,14,전라남도 목포시 양을로 144,행복마을작은도서관운영위원회,061-274-7077,,84.0,http://www.mokpolib.or.kr,34.80909511,126.3866468,2022-11-30,4800000,전라남도 목포시
삼학도서관,전라남도,목포시,작은도서관,"매주월요일, 관공서의 공휴일에 관한 규정에 따른 공휴일",10:00,19:00,10:00,19:00,00:00,00:00,16,4554,0,0,3,14,전라남도 목포시 자유로104번길 35,삼학작은도서관운영위원회,061-243-4880,,79.0,http://www.mokpolib.or.kr,34.79034866,126.4016498,2022-11-30,4800000,전라남도 목포시
소나무도서관,전라남도,목포시,작은도서관,"매주월요일, 관공서의 공휴일에 관한 규정에 따른 공휴일",10:00,19:00,10:00,19:00,00:00,00:00,40,3557,0,0,3,14,전라남도 목포시 포미로 22,소나무작은도서관운영위원회,061-274-0067,,81.0,http://www.mokpolib.or.kr,34.81974985,126.3968006,2022-11-30,4800000,전라남도 목포시
작천정작은도서관,울산광역시,울주군,작은도서관,매주토요일+매주일요일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,12,4108,0,0,5,14,울산광역시 울주군 삼남면 작괘들길 2,울산광역시 울주군 산남면주민센터,052-254-5901,,66.0,https://uljulib.ulju.ulsan.kr/index.do,35.5409345,129.1084346,2022-11-16,3730000,울산광역시 울주군
해오름작은도서관,울산광역시,울주군,작은도서관,매주토요일+매주일요일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,12,8873,0,0,5,14,울산광역시 울주군 서생면 해맞이로 894,울산광역시 울주군 서생면주민센터,052-238-0245,,66.0,https://uljulib.ulju.ulsan.kr/index.do,35.3499577,129.3259379,2022-11-16,3730000,울산광역시 울주군
옥거리작은도서관,강원도,강릉시,작은도서관,월+국가지정 공휴일,09:00,18:00,09:00,18:00,09:00,18:00,32,16713,7,0,5,10,강원도 강릉시 경강로 2157(옥천동) 한국자산관리공사 강원지역본부 1층,강원도 강릉시청,033-660-3262,1678.4,141.7,http://www.gnslib.or.kr/,37.758707,128.9013043,2022-12-19,4201000,강원특별자치도 강릉시
초당작은도서관,강원도,강릉시,작은도서관,월+국가지정 공휴일,09:00,18:00,09:00,18:00,09:00,18:00,44,12586,6,0,5,10,강원도 강릉시 연당길 116(초당동),강원도 강릉시청,033-640-4542,558.0,224.56,http://www.gnslib.or.kr/,37.787332,128.912116,2022-12-19,4201000,강원특별자치도 강릉시
월대산작은도서관,강원도,강릉시,작은도서관,월+국가지정 공휴일,09:00,18:00,09:00,18:00,09:00,18:00,61,9944,7,0,5,10,강원도 강릉시 성덕포남로 80-21(입암동),강원도 강릉시청,033-640-4543,250.0,218.75,http://www.gnslib.or.kr/,37.76316223,128.918217,2022-12-19,4201000,강원특별자치도 강릉시
강릉책문화센터,강원도,강릉시,공공도서관,월+국가지정 공휴일,09:00,18:00,09:00,18:00,09:00,18:00,20,14580,0,0,5,10,강원도 강릉시 강릉대로33 (홍제동),강원도 강릉시청,033-640-5881,143.122,1358.0,http://www.gn.go.kr/gbcc/,37.7532391689,128.8753354232,2022-12-19,4201000,강원특별자치도 강릉시
미리내도서관,강원도,원주시,공공도서관,금+국가지정 공휴일+12월 31일,09:00,22:00,09:00,18:00,09:00,18:00,367,34088,63,921,6,14,강원도 원주시 양지로 46(반곡동),강원도 원주시청,033-737-2828,30316.0,2979.0,https://lib.wonju.go.kr/mrn/,,,2022-11-21,4191000,강원특별자치도 원주시
태장도서관,강원도,원주시,공공도서관,금+국가지정 공휴일+12월 31일,09:00,22:00,09:00,18:00,09:00,18:00,67,34112,22,474,6,14,강원도 원주시 현충로 53(태장동),강원도 원주시청,033-737-4485,3897.0,525.0,https://lib.wonju.go.kr/tj/,37.360396,127.953244,2022-11-21,4191000,강원특별자치도 원주시
시립중앙도서관,강원도,원주시,공공도서관,마지막 주 월+국가지정 공휴일+12월 31일,07:00,22:00,07:00,22:00,07:00,22:00,978,354607,220,23419,6,14,강원도 원주시 서원대로 472-12(단구동),강원도 원주시청,033-737-4360,17438.0,9890.0,https://lib.wonju.go.kr/,37.3265334,127.9538892,2022-11-21,4191000,강원특별자치도 원주시
중천철학도서관,강원도,원주시,공공도서관,월+국가지정 공휴일+12월 31일,09:00,22:00,09:00,18:00,09:00,18:00,60,38730,55,0,6,14,강원도 원주시 흥업면 남원로 105,강원도 원주시청,033-737-4476,2458.0,889.0,https://lib.wonju.go.kr/jc/,37.3055002,127.9199909,2022-11-21,4191000,강원특별자치도 원주시
양구읍 작은도서관,강원도,양구군,작은도서관,월+법정공휴일,01:00,01:00,01:00,01:00,01:00,01:00,35,1846,0,0,5,14,강원도 양구군 양구읍 관공서로 18,강원도 양구군청,033-481-5352,720.0,68.64,https://www.yanggu.go.kr/lll/yglll/pageview.do?url=sub06a&keyvalue=sub06Book1,38.10806709,127.990538,2022-10-07,4321000,강원특별자치도 양구군
국토정중앙면 작은도서관,강원도,양구군,작은도서관,토+일+법정공휴일,01:00,01:00,01:00,01:00,01:00,01:00,10,1716,0,0,5,14,강원도 양구군 국토정중앙면 삼팔선로 7,강원도 양구군청,033-481-6241,301.0,34.5,https://www.yanggu.go.kr/lll/yglll/pageview.do?url=sub06a&keyvalue=sub06Book1,38.109423,128.034602,2022-10-07,4321000,강원특별자치도 양구군
동면 작은도서관,강원도,양구군,작은도서관,월+일+법정공휴일,01:00,01:00,01:00,01:00,01:00,01:00,20,1733,0,0,5,14,강원도 양구군 동면 금강산로 1693,강원도 양구군청,033-481-7315,3683.0,42.9,https://www.yanggu.go.kr/lll/yglll/pageview.do?url=sub06a&keyvalue=sub06Book1,38.20192663,128.0436652,2022-10-07,4321000,강원특별자치도 양구군
글마당작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주일요일, 법정 공휴일",14:00,22:00,00:00,00:00,00:00,00:00,50,8711,0,0,10,14,전라북도 전주시 완산구 안행로 176,현대아파트입주자대표회의,070-4127-8015,,182.0,,35.81151123,127.1318757,2021-10-12,4640000,전라북도 전주시
금호작은도서관,전라북도,전주시,작은도서관,매주일요일,09:30,18:00,09:30,12:00,00:00,00:00,24,9236,0,0,5,14,전라북도 전주시 완산구 효동3길 33,금호아파트입주자대표회의,063-286-2299,320.66,168.78,,35.80246017,127.1298411,2021-10-12,4640000,전라북도 전주시
꿈드리작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주일요일, 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,25,10958,0,0,5,14,전라북도 전주시 완산구 삼천천변1길 32,남양아파트입주자대표회의,063-225-7338,,110.0,https://cafe.naver.com/2257338 (네이버카페),35.79394568,127.1133443,2021-10-12,4640000,전라북도 전주시
옥천교육도서관,충청북도,옥천군,공공도서관,"월+공휴일(단, 일요일 제외)",09:00,21:00,09:00,18:00,00:00,00:00,269,70693,10,3248,5,14,충청북도 옥천군 옥천읍 관성로 3길 7,충청북도교육청,043-731-7051,1703.7,1837.95,https://www.ocelib.go.kr/,36.3008483,127.5726194547,2022-11-24,8061000,충청북도교육청 충청북도옥천교육지원청
환여동 해맞이꿈터 작은도서관,경상북도,포항시청,공공도서관,일+월+법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,30,8464,0,0,5,14,경상북도 포항시청 북구 삼호로 391 (해맞이그린빌 관리사무소 1층),경상북도 포항시청 평생학습원 시립도서관,054-251-5577,102.0,102.0,http://phlib.pohang.go.kr/,36.070829,129.391788,2023-06-30,5020000,경상북도 포항시
기계면 버드내 작은도서관,경상북도,포항시청,공공도서관,일+월+법정공휴일,12:00,18:00,12:00,18:00,00:00,00:00,40,8568,0,0,5,14,경상북도 포항시청 북구 기계면 기계로 94 (기계면 복지회관 3층),경상북도 포항시청 평생학습원 시립도서관,054-243-6565,168.0,168.0,http://phlib.pohang.go.kr/,36.070588,129.206412,2023-06-30,5020000,경상북도 포항시
두호동 책이랑바다랑 작은도서관,경상북도,포항시청,공공도서관,토+일+법정공휴일,13:00,18:00,00:00,00:00,00:00,00:00,10,4966,0,0,5,14,경상북도 포항시청 북구 삼호로 260,경상북도 포항시청 평생학습원 시립도서관,070-7730-5119,40.0,40.0,http://phlib.pohang.go.kr/,36.060906,129.380107,2023-06-30,5020000,경상북도 포항시
환호동 환호어린이 작은도서관,경상북도,포항시청,공공도서관,일+월+법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,30,8342,0,0,5,14,경상북도 포항시청 북구 환호공원길 30 (환호공원관리사무소 1층),경상북도 포항시청 평생학습원 시립도서관,054-251-5578,227.0,227.0,http://phlib.pohang.go.kr/,36.067715,129.393048,2023-06-30,5020000,경상북도 포항시
청림동 찬내 작은도서관,경상북도,포항시청,공공도서관,일+월+법정공휴일,00:00,00:00,00:00,00:00,00:00,00:00,30,5917,0,0,5,14,경상북도 포항시청 남구 정몽주로879번길 9-1 (청림동 새마을금고 2층),경상북도 포항시청 평생학습원 시립도서관,054-291-6454,201.0,201.0,http://phlib.pohang.go.kr/,35.992858,129.404394,2023-06-30,5020000,경상북도 포항시
죽도동 맑은물 작은도서관,경상북도,포항시청,공공도서관,일+월+법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,40,4857,0,121,5,14,경상북도 포항시청 북구 죽도로40번길 6 (죽도빗물펌프장 1층),경상북도 포항시청 평생학습원 시립도서관,054-278-3081,63.0,63.0,http://phlib.pohang.go.kr/,36.033609,129.363854,2023-06-30,5020000,경상북도 포항시
구룡포 미르아라 작은도서관,경상북도,포항시청,공공도서관,일+월+법정공휴일,13:00,21:00,09:00,18:00,00:00,00:00,40,6983,0,0,5,14,경상북도 포항시청 남구 구룡포읍 구룡포길65번길 7 (구룡포읍민복지회관 3층),경상북도 포항시청 평생학습원 시립도서관,054-276-4122,164.0,164.0,http://phlib.pohang.go.kr/,35.991204,129.552574,2023-06-30,5020000,경상북도 포항시
청하면 해아 작은도서관,경상북도,포항시청,공공도서관,일+월+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,30,5672,0,0,5,14,경상북도 포항시청 북구 청하면 청하로 247 (면민복지회관 1층),경상북도 포항시청 평생학습원 시립도서관,054-231-6799,88.0,88.0,http://phlib.pohang.go.kr/,36.201459,129.340443,2023-06-30,5020000,경상북도 포항시
장량동 다솜 작은도서관,경상북도,포항시청,공공도서관,일+월+법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,40,7657,0,0,5,14,경상북도 포항시청 북구 장량 중앙로 17 (장량휴먼시아 주민복지시설 2층),경상북도 포항시청 평생학습원 시립도서관,054-252-0016,143.0,143.0,http://phlib.pohang.go.kr/,36.091329,129.382712,2023-06-30,5020000,경상북도 포항시
장량동 햇살 작은도서관,경상북도,포항시청,공공도서관,일+월+법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,40,8796,0,0,5,14,경상북도 포항시청 북구 양덕로 50번길 33 (양덕삼성쉐르빌 104동 부대복지시설1층),경상북도 포항시청 평생학습원 시립도서관,054-256-0016,169.0,169.0,http://phlib.pohang.go.kr/,36.085923,129.405264,2023-06-30,5020000,경상북도 포항시
효곡동 열린 작은도서관,경상북도,포항시청,공공도서관,일+월+법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,40,7732,0,0,5,14,경상북도 포항시청 남구 효성로 88 (효자웰빙타운 SK뷰3차 1층),경상북도 포항시청 평생학습원 시립도서관,054-272-4434,260.0,260.0,http://phlib.pohang.go.kr/,36.005184,129.343221,2023-06-30,5020000,경상북도 포항시
흥해읍 내맏이 작은도서관,경상북도,포항시청,공공도서관,일+월+법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,40,6377,0,0,5,14,경상북도 포항시청 북구 흥해읍 도음로877번길 9 (삼도미래타운 1차 주민공동시설 1층),경상북도 포항시청 평생학습원 시립도서관,054-262-3997,96.0,96.0,http://phlib.pohang.go.kr/,36.080089,129.330486,2023-06-30,5020000,경상북도 포항시
